"age","status","sex","orientation","body_type","diet","drinks","drugs","education","ethnicity","height","job","location","smokes"
38,"single","f","straight","curvy","anything","socially","never","graduated from masters program","hispanic / latin",61,"medicine / health","san mateo, california","no"
23,"single","f","bisexual","thin","mostly anything","socially","sometimes","graduated from college/university","white",64,"computer / hardware / software","san francisco, california","no"
47,"single","m","straight","fit","mostly vegetarian","socially","never","working on masters program","white",69,"education / academia","san francisco, california","no"
23,"seeing someone","m","straight","average","mostly anything","socially","never","working on college/university","asian",69,"student","berkeley, california","no"
26,"single","m","straight","athletic","strictly anything","socially","never","graduated from college/university","white",75,"science / tech / engineering","san francisco, california","no"
26,"single","m","straight","skinny","mostly anything","socially","sometimes","graduated from two-year college","white",75,"hospitality / travel","san francisco, california","no"
54,"single","m","straight","athletic","mostly anything","socially","never","graduated from college/university","white",74,"banking / financial / real estate","san rafael, california","no"
25,"single","f","straight","fit","mostly anything","socially","never","graduated from college/university","hispanic / latin",61,"law / legal services","hercules, california","sometimes"
45,"single","f","straight","average","anything","socially","never","graduated from masters program","black",64,"medicine / health","oakland, california","no"
20,"single","m","straight","fit","anything","socially","never","working on college/university","hispanic / latin",73,"student","berkeley, california","no"
35,"single","m","straight","average","anything","socially","never","graduated from high school","asian",71,"computer / hardware / software","hayward, california","no"
54,"single","f","straight","average","anything","socially","never","graduated from masters program","white",65,"sales / marketing / biz dev","san francisco, california","no"
22,"single","f","straight","athletic","mostly anything","socially","never","working on college/university","asian",61,"student","san francisco, california","no"
27,"single","f","straight","average","mostly anything","socially","never","graduated from med school","white",66,"medicine / health","oakland, california","no"
24,"single","m","straight","average","mostly anything","socially","never","graduated from masters program","white",66,"computer / hardware / software","san francisco, california","no"
61,"single","f","straight","thin","anything","socially","never","graduated from college/university","white",65,"retired","san francisco, california","no"
39,"single","m","straight","athletic","mostly anything","often","never","graduated from college/university","asian",64,"other","san francisco, california","no"
65,"single","f","straight","average","mostly anything","socially","never","graduated from masters program","white",62,"retired","san francisco, california","no"
45,"single","m","straight","athletic","strictly other","rarely","never","graduated from college/university","other",69,"sales / marketing / biz dev","oakland, california","no"
27,"single","m","straight","fit","mostly anything","socially","never","working on law school","white",65,"banking / financial / real estate","san francisco, california","no"
41,"single","m","straight","athletic","mostly anything","socially","never","graduated from law school","white",68,"law / legal services","san francisco, california","no"
27,"single","m","straight","fit","anything","socially","never","graduated from college/university","white",74,"computer / hardware / software","san antonio, texas","no"
33,"single","m","straight","thin","strictly anything","socially","never","working on ph.d program","asian",65,"student","san francisco, california","sometimes"
30,"single","m","straight","athletic","mostly anything","socially","never","graduated from masters program","white",67,"banking / financial / real estate","san francisco, california","no"
23,"single","m","straight","athletic","strictly anything","socially","never","working on college/university","white",63,"student","palo alto, california","no"
30,"single","m","straight","average","mostly anything","socially","never","graduated from masters program","hispanic / latin, white",67,"science / tech / engineering","san francisco, california","no"
27,"single","f","straight","thin","strictly anything","socially","sometimes","graduated from college/university","white",62,"education / academia","oakland, california","no"
29,"single","m","straight","athletic","mostly anything","socially","never","graduated from college/university","white",72,"other","vallejo, california","no"
34,"single","m","straight","athletic","mostly anything","socially","never","graduated from college/university","asian, pacific islander, white",74,"artistic / musical / writer","san francisco, california","no"
32,"single","m","straight","thin","strictly anything","often","never","graduated from college/university","white",73,"sales / marketing / biz dev","san francisco, california","when drinking"
58,"single","m","straight","athletic","mostly anything","socially","never","graduated from ph.d program","white",72,"science / tech / engineering","san rafael, california","no"
37,"single","f","straight","full figured","mostly anything","often","never","graduated from masters program","white",72,"science / tech / engineering","san francisco, california","no"
28,"single","m","gay","fit","mostly anything","rarely","never","graduated from college/university","middle eastern, white",72,"student","san francisco, california","no"
26,"single","f","straight","a little extra","mostly anything","rarely","never","graduated from college/university","white",70,"other","pleasant hill, california","no"
35,"single","m","gay","athletic","strictly anything","socially","sometimes","graduated from college/university","white",70,"artistic / musical / writer","san francisco, california","no"
35,"single","f","straight","curvy","mostly anything","socially","never","graduated from masters program","white",67,"education / academia","san bruno, california","no"
42,"single","f","straight","athletic","mostly anything","socially","never","graduated from masters program","white",65,"science / tech / engineering","san francisco, california","no"
28,"single","f","straight","thin","anything","socially","never","graduated from college/university","white",60,"education / academia","san francisco, california","when drinking"
24,"single","m","straight","athletic","strictly anything","socially","sometimes","graduated from college/university","white",69,"science / tech / engineering","san francisco, california","sometimes"
27,"single","m","straight","fit","vegetarian","rarely","never","working on ph.d program","white",76,"student","stanford, california","no"
22,"available","m","straight","fit","mostly anything","socially","sometimes","working on college/university","asian",66,"other","san francisco, california","trying to quit"
22,"single","m","straight","athletic","mostly anything","socially","never","working on college/university","native american, white, other",77,"science / tech / engineering","san mateo, california","no"
34,"single","m","straight","average","mostly anything","socially","never","graduated from college/university","white",66,"political / government","south san francisco, california","no"
24,"seeing someone","m","straight","athletic","mostly anything","socially","never","dropped out of college/university","white",73,"other","berkeley, california","no"
25,"single","m","straight","skinny","mostly anything","rarely","never","graduated from college/university","white",71,"education / academia","san francisco, california","no"
31,"single","m","gay","fit","strictly vegetarian","socially","never","graduated from masters program","white",71,"artistic / musical / writer","san francisco, california","no"
30,"single","f","straight","curvy","mostly anything","socially","never","graduated from masters program","hispanic / latin, white",62,"education / academia","pacifica, california","no"
40,"single","m","straight","fit","mostly anything","socially","never","graduated from masters program","white",73,"political / government","stanford, california","no"
30,"single","f","straight","average","strictly anything","socially","never","graduated from masters program","indian",63,"science / tech / engineering","san francisco, california","no"
33,"single","f","straight","thin","mostly other","socially","never","graduated from college/university","white",68,"other","pleasant hill, california","no"
22,"single","f","straight","curvy","strictly anything","rarely","never","working on two-year college","white",72,"student","pleasant hill, california","no"
29,"single","m","straight","athletic","strictly anything","socially","never","graduated from college/university","indian",68,"sales / marketing / biz dev","san francisco, california","no"
21,"single","m","straight","athletic","mostly other","not at all","never","graduated from two-year college","white",73,"other","hayward, california","no"
20,"single","m","straight","average","mostly other","socially","never","graduated from high school","hispanic / latin",66,"student","san francisco, california","yes"
25,"single","m","straight","athletic","mostly anything","socially","never","working on college/university","black",68,"student","el cerrito, california","no"
22,"single","f","straight","average","mostly vegetarian","socially","never","working on college/university","hispanic / latin",68,"student","berkeley, california","no"
29,"single","m","straight","average","strictly anything","socially","never","graduated from masters program","white",69,"sales / marketing / biz dev","san rafael, california","no"
26,"available","m","straight","fit","strictly anything","not at all","never","graduated from college/university","other",77,"education / academia","oakland, california","no"
21,"single","m","straight","average","anything","socially","never","working on college/university","white",70,"other","vallejo, california","no"
36,"single","m","straight","average","mostly anything","rarely","never","graduated from college/university","asian",67,"computer / hardware / software","san francisco, california","no"
20,"single","m","straight","average","mostly anything","socially","often","dropped out of two-year college","white",73,"unemployed","benicia, california","no"
45,"single","m","straight","average","mostly anything","socially","never","graduated from two-year college","asian",64,"hospitality / travel","richmond, california","no"
28,"seeing someone","m","gay","fit","strictly anything","often","never","graduated from masters program","indian",68,"science / tech / engineering","san francisco, california","no"
27,"single","m","bisexual","athletic","strictly anything","socially","never","working on masters program","white",59,"other","berkeley, california","no"
36,"single","f","straight","thin","strictly anything","socially","never","graduated from med school","white",69,"medicine / health","oakland, california","no"
64,"single","f","straight","average","mostly other","socially","never","graduated from law school","white",64,"medicine / health","san rafael, california","no"
24,"single","m","straight","athletic","mostly anything","socially","never","graduated from college/university","white",76,"sales / marketing / biz dev","san francisco, california","no"
32,"single","m","straight","athletic","anything","socially","never","graduated from college/university","asian",66,"banking / financial / real estate","san leandro, california","no"
42,"single","m","gay","athletic","mostly anything","not at all","never","graduated from masters program","hispanic / latin",69,"education / academia","alameda, california","no"
27,"single","f","bisexual","used up","strictly other","desperately","sometimes","graduated from college/university","other",64,"entertainment / media","san francisco, california","yes"
20,"single","m","straight","skinny","mostly anything","often","sometimes","working on two-year college","other",66,"hospitality / travel","hayward, california","sometimes"
27,"single","m","straight","athletic","anything","socially","never","graduated from college/university","white",72,"banking / financial / real estate","san francisco, california","no"
21,"single","m","straight","average","mostly anything","socially","sometimes","working on college/university","asian",71,"other","berkeley, california","when drinking"
30,"single","m","straight","athletic","strictly anything","socially","never","graduated from law school","white",73,"law / legal services","san francisco, california","no"
25,"single","f","straight","fit","mostly anything","not at all","never","graduated from college/university","white",69,"other","san francisco, california","no"
40,"single","f","straight","curvy","anything","socially","never","graduated from masters program","white",65,"executive / management","walnut creek, california","no"
29,"single","f","straight","fit","strictly anything","often","never","graduated from college/university","white",65,"banking / financial / real estate","san francisco, california","no"
45,"single","m","straight","fit","mostly anything","socially","never","graduated from high school","white",72,"other","martinez, california","sometimes"
37,"single","m","straight","athletic","mostly anything","socially","never","graduated from masters program","white",71,"science / tech / engineering","redwood city, california","no"
28,"single","m","straight","athletic","mostly anything","socially","never","graduated from masters program","indian",75,"science / tech / engineering","san francisco, california","no"
30,"single","m","straight","fit","mostly anything","socially","sometimes","graduated from masters program","asian",67,"banking / financial / real estate","san francisco, california","when drinking"
31,"single","m","straight","athletic","mostly anything","socially","never","graduated from college/university","asian",71,"science / tech / engineering","castro valley, california","no"
53,"single","f","straight","athletic","anything","very often","never","graduated from college/university","white",66,"sales / marketing / biz dev","port costa, california","no"
25,"single","m","straight","average","anything","socially","never","two-year college","black",74,"computer / hardware / software","oakland, california","no"
37,"single","f","bisexual","curvy","mostly vegetarian","socially","sometimes","graduated from college/university","hispanic / latin",60,"science / tech / engineering","san francisco, california","trying to quit"
23,"single","m","straight","average","mostly anything","socially","never","graduated from college/university","hispanic / latin",70,"science / tech / engineering","san francisco, california","no"
26,"single","f","straight","fit","vegan","socially","sometimes","graduated from college/university","white",62,"artistic / musical / writer","berkeley, california","no"
48,"single","f","straight","a little extra","mostly anything","socially","never","graduated from law school","white",66,"law / legal services","san francisco, california","no"
54,"single","f","straight","thin","mostly vegetarian","rarely","never","graduated from masters program","white",64,"student","san rafael, california","no"
50,"single","m","straight","athletic","anything","often","never","graduated from masters program","white",69,"executive / management","menlo park, california","no"
27,"single","m","straight","athletic","mostly anything","socially","never","working on masters program","white",71,"student","san francisco, california","no"
27,"single","m","gay","average","strictly other","socially","sometimes","graduated from college/university","middle eastern, native american, hispanic / latin, white",73,"computer / hardware / software","san francisco, california","no"
26,"single","f","straight","curvy","mostly anything","socially","never","graduated from college/university","white",67,"other","daly city, california","no"
20,"single","m","bisexual","skinny","mostly anything","rarely","never","working on college/university","white",71,"student","san rafael, california","no"
46,"available","m","straight","athletic","anything","socially","sometimes","graduated from college/university","white",71,"political / government","san francisco, california","no"
39,"married","f","bisexual","jacked","mostly anything","rarely","never","graduated from college/university","asian",61,"law / legal services","vallejo, california","sometimes"
26,"single","f","bisexual","curvy","mostly anything","socially","never","working on college/university","hispanic / latin",62,"student","san francisco, california","when drinking"
27,"single","m","straight","athletic","mostly anything","socially","never","graduated from college/university","white",73,"computer / hardware / software","san francisco, california","no"
38,"single","m","straight","athletic","mostly anything","socially","never","graduated from college/university","white",74,"other","san francisco, california","no"
24,"single","f","straight","fit","mostly vegetarian","socially","never","working on ph.d program","white",63,"student","berkeley, california","no"
62,"single","f","straight","average","mostly anything","rarely","sometimes","graduated from masters program","white",66,"sales / marketing / biz dev","san rafael, california","no"
33,"single","m","straight","athletic","mostly anything","socially","never","graduated from college/university","white",76,"computer / hardware / software","san francisco, california","no"
47,"single","f","straight","average","mostly anything","rarely","never","masters program","white",63,"computer / hardware / software","castro valley, california","no"
30,"single","m","straight","fit","anything","socially","never","working on college/university","black",70,"education / academia","oakland, california","sometimes"
26,"single","f","straight","fit","anything","often","sometimes","graduated from college/university","indian",60,"science / tech / engineering","san francisco, california","when drinking"
34,"single","m","straight","athletic","anything","socially","never","masters program","white",73,"science / tech / engineering","san francisco, california","no"
50,"single","m","straight","average","anything","rarely","never","masters program","asian",72,"computer / hardware / software","novato, california","no"
43,"single","m","straight","a little extra","mostly anything","rarely","never","graduated from college/university","white",69,"computer / hardware / software","palo alto, california","no"
30,"single","m","gay","average","anything","not at all","never","graduated from college/university","black, white",74,"artistic / musical / writer","oakland, california","no"
32,"single","f","straight","skinny","strictly anything","socially","sometimes","working on masters program","white",66,"unemployed","alameda, california","yes"
45,"single","f","straight","fit","other","socially","never","graduated from college/university","white",64,"other","oakland, california","no"
38,"single","m","straight","fit","mostly anything","socially","never","graduated from law school","white, other",72,"law / legal services","oakland, california","when drinking"
54,"single","m","straight","athletic","mostly anything","socially","sometimes","graduated from high school","white",70,"sales / marketing / biz dev","pacifica, california","no"
24,"single","f","straight","average","mostly anything","not at all","never","working on masters program","middle eastern",64,"student","mountain view, california","no"
25,"single","f","straight","thin","anything","socially","never","graduated from masters program","white",62,"sales / marketing / biz dev","san francisco, california","no"
45,"single","f","straight","thin","anything","socially","never","graduated from masters program","white",62,"education / academia","burlingame, california","no"
23,"single","m","straight","thin","mostly anything","socially","sometimes","working on college/university","white",71,"computer / hardware / software","san francisco, california","when drinking"
38,"single","m","straight","average","anything","rarely","never","graduated from college/university","asian, white",73,"entertainment / media","alameda, california","yes"
31,"single","m","straight","athletic","anything","socially","never","graduated from college/university","white",63,"banking / financial / real estate","san francisco, california","no"
26,"single","m","straight","fit","mostly anything","socially","never","graduated from college/university","pacific islander",67,"other","alameda, california","no"
34,"single","m","straight","average","mostly anything","socially","never","graduated from ph.d program","white",73,"science / tech / engineering","oakland, california","no"
40,"single","m","straight","athletic","strictly anything","socially","never","graduated from law school","hispanic / latin, white",72,"law / legal services","menlo park, california","no"
26,"single","m","straight","fit","strictly anything","often","never","graduated from college/university","white",71,"hospitality / travel","san francisco, california","no"
29,"single","m","straight","fit","anything","often","never","working on masters program","indian",67,"student","san francisco, california","no"
54,"single","m","straight","fit","mostly vegetarian","rarely","never","graduated from college/university","white",71,"sales / marketing / biz dev","menlo park, california","no"
23,"single","f","straight","average","mostly anything","socially","never","graduated from college/university","asian",62,"student","san francisco, california","no"
25,"single","f","straight","athletic","mostly anything","socially","never","graduated from college/university","white",63,"entertainment / media","san leandro, california","no"
28,"single","m","straight","thin","strictly anything","socially","never","graduated from masters program","white",71,"computer / hardware / software","san francisco, california","no"
57,"single","f","straight","a little extra","strictly vegetarian","socially","never","graduated from two-year college","white",64,"other","san mateo, california","no"
25,"single","m","straight","used up","anything","often","sometimes","working on space camp","white",65,"student","san francisco, california","when drinking"
31,"single","m","bisexual","average","strictly anything","socially","never","graduated from college/university","hispanic / latin",69,"other","san francisco, california","no"
20,"single","f","straight","thin","mostly anything","often","sometimes","working on college/university","white",64,"student","san francisco, california","no"
24,"single","m","gay","a little extra","mostly anything","socially","never","graduated from masters program","asian, pacific islander",69,"artistic / musical / writer","san mateo, california","no"
28,"single","m","straight","average","anything","socially","never","college/university","white",72,"science / tech / engineering","san francisco, california","no"
39,"single","m","straight","fit","mostly vegetarian","not at all","never","graduated from masters program","white",74,"artistic / musical / writer","oakland, california","no"
40,"single","f","straight","fit","other","socially","never","graduated from masters program","hispanic / latin",63,"artistic / musical / writer","berkeley, california","no"
28,"single","m","straight","jacked","mostly anything","socially","never","graduated from college/university","asian",64,"science / tech / engineering","san francisco, california","no"
23,"single","m","straight","average","anything","often","never","working on college/university","white",76,"student","emeryville, california","when drinking"
28,"single","m","straight","fit","mostly anything","often","sometimes","dropped out of space camp","native american, white",69,"artistic / musical / writer","richmond, california","yes"
23,"single","m","straight","athletic","strictly anything","often","sometimes","graduated from college/university","white",72,"artistic / musical / writer","nicasio, california","no"
48,"single","f","straight","a little extra","mostly anything","socially","never","graduated from college/university","white",66,"sales / marketing / biz dev","san francisco, california","no"
36,"single","m","straight","athletic","strictly anything","socially","never","graduated from masters program","white",70,"political / government","san francisco, california","sometimes"
66,"single","m","straight","fit","mostly anything","often","never","graduated from college/university","white",72,"banking / financial / real estate","lafayette, california","no"
30,"single","m","straight","fit","mostly anything","socially","never","graduated from college/university","white",65,"computer / hardware / software","san francisco, california","no"
35,"single","f","straight","average","mostly anything","socially","never","graduated from masters program","white",63,"education / academia","san francisco, california","no"
33,"single","f","straight","fit","vegetarian","socially","never","graduated from college/university","other",68,"artistic / musical / writer","san francisco, california","no"
29,"single","m","gay","fit","mostly anything","often","never","graduated from masters program","white",70,"artistic / musical / writer","san francisco, california","no"
57,"single","f","straight","average","mostly anything","often","sometimes","graduated from high school","asian",60,"medicine / health","vallejo, california","yes"
23,"single","f","straight","thin","mostly anything","often","sometimes","graduated from college/university","white",62,"banking / financial / real estate","san francisco, california","no"
33,"single","m","straight","fit","mostly vegan","not at all","never","graduated from college/university","white, other",71,"entertainment / media","emeryville, california","no"
24,"single","f","straight","curvy","mostly anything","socially","never","graduated from college/university","other",62,"sales / marketing / biz dev","oakland, california","no"
36,"single","m","straight","a little extra","mostly anything","not at all","never","graduated from college/university","white",69,"education / academia","lafayette, california","no"
29,"single","m","straight","average","strictly anything","not at all","never","graduated from college/university","white",68,"computer / hardware / software","san francisco, california","no"
24,"single","f","straight","curvy","mostly anything","socially","never","graduated from two-year college","hispanic / latin",59,"clerical / administrative","palo alto, california","no"
43,"single","m","straight","athletic","mostly anything","socially","never","graduated from masters program","white",75,"other","san francisco, california","no"
60,"single","m","straight","athletic","mostly other","socially","never","dropped out of ph.d program","white",73,"science / tech / engineering","san francisco, california","no"
31,"single","m","straight","fit","mostly anything","socially","sometimes","graduated from college/university","white",76,"computer / hardware / software","san francisco, california","no"
35,"single","f","straight","thin","mostly vegetarian","not at all","never","working on ph.d program","white",71,"student","berkeley, california","no"
25,"single","m","bisexual","athletic","strictly vegetarian","rarely","never","graduated from college/university","white",70,"computer / hardware / software","berkeley, california","no"
43,"single","m","straight","a little extra","strictly anything","socially","never","graduated from college/university","hispanic / latin",65,"political / government","daly city, california","no"
32,"single","m","straight","athletic","strictly vegetarian","socially","never","graduated from masters program","indian",70,"science / tech / engineering","san francisco, california","no"
22,"single","f","straight","curvy","mostly anything","rarely","sometimes","graduated from college/university","middle eastern",63,"other","san francisco, california","no"
44,"single","f","straight","fit","mostly anything","not at all","never","graduated from masters program","indian",64,"executive / management","palo alto, california","no"
27,"single","m","straight","thin","strictly anything","socially","sometimes","graduated from college/university","asian",68,"computer / hardware / software","san francisco, california","no"
61,"single","f","straight","average","mostly anything","socially","never","graduated from college/university","hispanic / latin, white",62,"rather not say","san mateo, california","no"
27,"single","f","straight","curvy","mostly anything","socially","never","working on college/university","black, white, other",68,"artistic / musical / writer","vallejo, california","no"
22,"single","f","straight","thin","anything","socially","sometimes","working on college/university","asian",63,"student","san francisco, california","trying to quit"
42,"single","m","straight","average","mostly anything","socially","never","graduated from two-year college","white",70,"hospitality / travel","castro valley, california","no"
46,"single","f","straight","fit","mostly vegetarian","desperately","never","graduated from space camp","white",64,"artistic / musical / writer","san francisco, california","trying to quit"
21,"single","f","bisexual","full figured","mostly anything","socially","never","working on college/university","white",69,"other","walnut creek, california","no"
36,"single","f","straight","average","mostly anything","socially","sometimes","graduated from college/university","white",63,"clerical / administrative","san francisco, california","no"
22,"single","f","straight","average","anything","socially","never","graduated from college/university","white",61,"sales / marketing / biz dev","walnut creek, california","sometimes"
35,"single","f","straight","thin","mostly anything","socially","never","graduated from college/university","white",68,"sales / marketing / biz dev","san francisco, california","no"
57,"single","f","straight","average","mostly anything","socially","never","graduated from college/university","white",64,"sales / marketing / biz dev","novato, california","no"
28,"single","f","straight","average","mostly anything","socially","never","graduated from masters program","other",67,"education / academia","mountain view, california","no"
53,"single","f","straight","curvy","mostly anything","socially","never","graduated from masters program","white",65,"education / academia","san francisco, california","no"
36,"single","f","straight","full figured","anything","socially","never","graduated from two-year college","hispanic / latin",63,"entertainment / media","san francisco, california","no"
29,"single","m","gay","fit","strictly anything","socially","never","graduated from masters program","white",74,"computer / hardware / software","redwood city, california","no"
52,"single","f","straight","thin","mostly anything","socially","never","graduated from college/university","white",68,"executive / management","martinez, california","no"
44,"single","f","straight","average","mostly other","rarely","never","graduated from masters program","white",66,"other","san francisco, california","no"
45,"single","f","straight","thin","mostly anything","socially","never","graduated from masters program","asian",63,"sales / marketing / biz dev","san francisco, california","no"
35,"single","m","straight","fit","anything","socially","never","graduated from ph.d program","asian",72,"science / tech / engineering","palo alto, california","no"
25,"single","f","straight","athletic","mostly vegetarian","socially","never","graduated from college/university","white",63,"executive / management","san francisco, california","no"
26,"single","m","straight","fit","mostly anything","socially","never","ph.d program","hispanic / latin",72,"student","oakland, california","no"
28,"single","m","straight","fit","mostly anything","socially","never","working on masters program","white",73,"science / tech / engineering","san francisco, california","no"
26,"single","f","gay","average","mostly anything","socially","sometimes","working on college/university","pacific islander, white",62,"student","san francisco, california","no"
24,"single","m","straight","athletic","mostly anything","socially","never","graduated from college/university","white",75,"sales / marketing / biz dev","san francisco, california","when drinking"
31,"single","f","gay","average","anything","socially","never","graduated from college/university","white",65,"entertainment / media","san francisco, california","no"
26,"single","f","straight","a little extra","mostly anything","socially","never","working on masters program","white",69,"medicine / health","daly city, california","yes"
28,"single","m","straight","fit","strictly anything","socially","never","graduated from college/university","white",71,"artistic / musical / writer","berkeley, california","no"
52,"single","m","straight","a little extra","mostly anything","socially","never","graduated from two-year college","white",73,"computer / hardware / software","kentfield, california","no"
25,"single","m","straight","fit","mostly anything","socially","never","graduated from college/university","white",71,"entertainment / media","san mateo, california","no"
62,"single","f","straight","average","mostly vegetarian","socially","never","graduated from masters program","white",64,"education / academia","richmond, california","no"
48,"single","m","straight","thin","mostly vegetarian","socially","sometimes","graduated from masters program","other",72,"other","san francisco, california","no"
39,"single","f","straight","curvy","mostly anything","socially","never","graduated from college/university","white",63,"banking / financial / real estate","san francisco, california","no"
26,"single","m","straight","average","mostly anything","rarely","never","working on masters program","white",70,"student","san francisco, california","no"
21,"single","f","straight","curvy","mostly vegetarian","socially","never","working on college/university","white",61,"hospitality / travel","san francisco, california","no"
28,"single","m","gay","average","mostly anything","socially","never","graduated from college/university","asian",68,"computer / hardware / software","san francisco, california","no"
30,"single","f","straight","full figured","strictly vegetarian","socially","never","dropped out of college/university","black",65,"sales / marketing / biz dev","oakland, california","trying to quit"
40,"single","f","straight","fit","mostly vegetarian","socially","never","graduated from law school","white",63,"law / legal services","berkeley, california","no"
26,"single","m","straight","thin","strictly anything","often","sometimes","graduated from college/university","white",70,"artistic / musical / writer","san francisco, california","sometimes"
28,"single","m","straight","athletic","anything","socially","never","graduated from college/university","hispanic / latin",66,"clerical / administrative","san pablo, california","no"
31,"available","m","straight","average","mostly anything","socially","never","graduated from college/university","white",75,"computer / hardware / software","san francisco, california","no"
31,"single","m","straight","fit","mostly anything","rarely","never","graduated from college/university","asian, white",72,"computer / hardware / software","alameda, california","no"
30,"single","m","straight","athletic","anything","socially","never","graduated from masters program","asian",68,"science / tech / engineering","san francisco, california","no"
48,"single","f","gay","fit","kosher","rarely","never","working on space camp","white",66,"law / legal services","oakland, california","no"
31,"single","m","straight","average","anything","socially","never","graduated from college/university","white",70,"computer / hardware / software","redwood city, california","no"
33,"single","m","straight","average","mostly anything","rarely","never","graduated from masters program","white",70,"artistic / musical / writer","south san francisco, california","no"
31,"available","f","straight","athletic","mostly anything","socially","sometimes","graduated from masters program","white",69,"education / academia","oakland, california","sometimes"
64,"single","m","straight","fit","mostly vegan","socially","never","graduated from ph.d program","white",69,"medicine / health","albany, california","no"
37,"single","f","straight","fit","strictly anything","socially","never","graduated from masters program","white",70,"sales / marketing / biz dev","san francisco, california","no"
43,"single","m","straight","fit","mostly anything","socially","never","graduated from masters program","indian",68,"computer / hardware / software","san mateo, california","no"
34,"single","m","straight","skinny","mostly anything","not at all","never","working on college/university","black",74,"transportation","san francisco, california","no"
40,"single","m","straight","fit","mostly anything","socially","never","graduated from college/university","white",73,"banking / financial / real estate","redwood city, california","no"
23,"single","f","straight","average","mostly anything","socially","never","working on college/university","black",67,"other","oakland, california","no"
30,"single","f","straight","fit","mostly vegetarian","socially","never","graduated from masters program","white",69,"education / academia","san francisco, california","no"
33,"single","f","straight","average","mostly anything","socially","never","graduated from masters program","white",64,"science / tech / engineering","oakland, california","no"
29,"single","m","gay","thin","mostly anything","rarely","never","working on space camp","asian, pacific islander",66,"medicine / health","san francisco, california","no"
47,"single","m","straight","a little extra","mostly anything","rarely","sometimes","graduated from high school","hispanic / latin",68,"artistic / musical / writer","richmond, california","no"
31,"single","f","gay","average","mostly anything","socially","never","graduated from two-year college","pacific islander",64,"law / legal services","san francisco, california","when drinking"
33,"single","m","straight","average","mostly anything","often","never","graduated from college/university","middle eastern",69,"construction / craftsmanship","san francisco, california","no"
27,"single","f","straight","full figured","mostly anything","socially","never","working on college/university","black, hispanic / latin",65,"artistic / musical / writer","oakland, california","no"
56,"single","f","straight","fit","mostly vegetarian","socially","never","graduated from college/university","white",65,"other","san francisco, california","no"
40,"single","m","straight","athletic","mostly vegetarian","socially","never","working on college/university","white",68,"science / tech / engineering","berkeley, california","no"
34,"single","f","straight","athletic","mostly anything","rarely","never","graduated from college/university","white",69,"other","palo alto, california","no"
21,"single","m","straight","fit","mostly anything","socially","sometimes","graduated from high school","pacific islander",64,"transportation","hayward, california","trying to quit"
36,"single","m","straight","athletic","mostly anything","socially","never","graduated from college/university","hispanic / latin, white",76,"artistic / musical / writer","san francisco, california","no"
40,"single","m","straight","jacked","strictly anything","desperately","never","dropped out of space camp","white",70,"construction / craftsmanship","san francisco, california","trying to quit"
27,"single","f","straight","fit","mostly anything","socially","never","graduated from college/university","white",65,"other","san francisco, california","no"
22,"single","m","straight","average","mostly anything","socially","never","working on college/university","white",76,"medicine / health","novato, california","no"
24,"single","f","straight","average","anything","socially","never","graduated from college/university","asian, pacific islander, white",65,"other","san francisco, california","no"
33,"single","f","straight","athletic","strictly anything","socially","never","graduated from college/university","white",69,"entertainment / media","san francisco, california","no"
41,"single","f","straight","average","mostly anything","socially","never","graduated from college/university","white",54,"other","redwood city, california","no"
26,"single","f","straight","fit","anything","socially","never","working on masters program","white",67,"student","san francisco, california","no"
56,"single","f","straight","fit","mostly anything","socially","never","graduated from ph.d program","white",67,"education / academia","ross, california","no"
26,"single","m","straight","average","strictly vegetarian","often","never","working on ph.d program","indian",68,"student","san mateo, california","no"
29,"single","m","straight","athletic","anything","socially","never","working on ph.d program","white",70,"student","stanford, california","no"
31,"single","m","straight","average","strictly anything","socially","never","graduated from high school","asian",67,"executive / management","oakland, california","no"
43,"single","f","straight","athletic","mostly anything","not at all","never","graduated from masters program","white",67,"sales / marketing / biz dev","san francisco, california","no"
33,"single","m","straight","average","mostly anything","socially","never","dropped out of ph.d program","asian",69,"science / tech / engineering","mountain view, california","no"
49,"single","f","straight","full figured","mostly anything","socially","never","graduated from two-year college","white",67,"other","palo alto, california","no"
21,"single","m","straight","average","mostly anything","socially","never","working on college/university","white",73,"student","san francisco, california","sometimes"
54,"single","m","straight","fit","mostly anything","rarely","never","graduated from two-year college","white",69,"computer / hardware / software","san francisco, california","no"
23,"single","m","straight","skinny","mostly vegetarian","often","sometimes","working on college/university","white",73,"education / academia","san francisco, california","yes"
23,"single","f","straight","thin","strictly anything","not at all","never","graduated from high school","white",68,"transportation","hayward, california","trying to quit"
38,"single","f","straight","average","mostly anything","socially","never","graduated from masters program","white",67,"other","richmond, california","no"
25,"single","m","straight","used up","mostly halal","very often","often","graduated from med school","hispanic / latin",72,"retired","san francisco, california","yes"
42,"single","m","gay","a little extra","mostly anything","socially","never","graduated from college/university","pacific islander",66,"other","oakland, california","no"
56,"single","m","straight","average","mostly vegetarian","not at all","never","graduated from masters program","white",71,"science / tech / engineering","richmond, california","no"
20,"single","m","gay","fit","mostly vegetarian","socially","never","working on two-year college","white",72,"other","san francisco, california","no"
39,"available","m","straight","used up","mostly anything","often","never","graduated from space camp","white",76,"science / tech / engineering","hayward, california","no"
26,"married","m","straight","full figured","strictly other","rarely","never","graduated from college/university","white",72,"computer / hardware / software","san mateo, california","no"
